Pathway	0010_07-09-16	0354_01-10-17	0677_08-19-17	0904_07-10-17	0963_05-23-17	1203_01-23-17	1320_03-23-16	1593_09-12-17	1709_09-19-17	1894_04-24-18	1985_06-07-16	2045_08-21-17	2409_08-02-16	2651_11-22-16	3227_08-15-17	3315_06-07-16	3321_03-08-16	3329_11-01-16	3369_08-07-18	3545_12-13-16	3660_09-20-16	3836_02-27-17	3898_12-27-16	3899_06-13-18	3921_07-18-17	3955_08-25-17	4018_01-05-16	4100_01-03-17	4374_02-28-17	4471_01-03-17	4489_11-17-15	4546_04-26-16	4582_05-23-17	4657_08-23-16	4759_08-16-16	4913_03-07-17	4954_11-23-16	5160_07-19-16	5287_10-19-16	5338_08-04-17	5432_01-27-16	5600_07-10-17	5702_04-26-16	5890_09-27-16	5913_01-24-17	5975_07-18-17	6037_07-10-18	6070_08-30-17	6100_12-27-16	6673_12-07-16	6753_10-30-18	6995_03-15-16	7005_02-14-18	7551_11-02-16	7660_05-01-18	7768_08-15-17	7786_11-08-16	7953_05-15-18	8012_12-09-15	8118_02-09-16	8120_05-22-18	8158_04-12-16	8186_11-22-16	8344_05-02-17	8507_05-03-16	8633_04-19-16	9059_02-02-16	9120_02-09-16	9176_03-29-16	9190_03-14-18	9371_10-16-18	9591_03-14-17
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	0	0	0	0	0	35.1878	0	0	0	6.63814	0	0	37.4228	41.1307	0	0	0	92.2149	0	0	99.5215	11.6059	9.25807	119.96	119.32	0	67.3374	111.992	0	147.086	126.812	84.3875	0	0	168.204	0	59.8465	0	0	24.0075	156.437	22.624	0	116.432	82.1247	0	49.8419	0	0	0	0	119.534	0	0	234.84	0	541.795	0	7.20328	22.7385	4.42533	110.859	0	0	0	94.4635	42.1104	0	0	8.79635	102.201
PWY0-1261: anhydromuropeptides recycling I	0	385.623	78.122	0	0	0	129.038	111.057	0	0	0	14.8696	0	153.443	173.805	0	0	0	0	0	0	84.416	117.822	119.726	79.7435	35.3489	54.082	203.99	238.217	0	198.73	0	140.651	0	0	455.413	0	249.056	0	35.5661	130.252	168.129	92.7195	0	140.902	65.7457	0	0	0	0	0	5.43562	157.779	0	0	49.004	0	0	0	0	130.992	56.3851	302.602	0	0	77.9127	248.662	254.093	0	40.7647	24.8491	215.102
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	19.9057	0	0	0	0	0	0	31.7495	6.11502	0	0	0	0	0	0	0	0	0	0	0	0	30.3568	63.2845	0	0	0	0	0	0	177.194	0	99.3082	0	0	0	0	0	0	24.2872	2.80114	0	0	0	0	0	0	41.391	0	0	0	0	0	0	0	0	0	62.5587	0	0	0	98.3655	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	0	510.574	700.148	0	0	0	335.878	99.3622	15.5802	0	758.097	205.03	0	162.926	150.256	14.4535	261.45	629.561	371.503	3.71733	183.644	58.5219	326.206	84.7053	149.13	49.5248	93.1906	199.918	184.441	856.86	142.099	626.602	135.553	162.256	130.966	374.102	684.435	205.059	0	556.115	389.159	165.862	507.41	112.51	253.463	453.503	7.6099	151.212	14.7202	287.907	419.917	505.682	166.534	239.208	933.749	113.111	0	277.997	536.123	33.1337	14.5239	691.739	222.188	80.3938	525.24	217.416	430.42	296.462	0	260.871	111.492	530.706
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	268.507	333.731	0	0	0	158.337	93.7091	0	0	666.19	60.4049	0	75.77	110.558	12.423	216.322	0	40.9903	0	105.796	21.5247	176.627	51.3374	103.649	25.9199	18.8845	116.794	162.168	506.647	112.506	463.406	48.6091	0	28.2075	344.463	467.888	202.584	0	298.113	196.104	71.0139	153.782	3.6347	189.783	336.91	7.46083	12.9411	0	202.954	54.9779	273.529	121.6	130.871	848.804	80.5705	0	203.822	363.254	9.26917	10.0912	234.444	196.926	0	277.486	148.184	197.923	97.7632	0	140.475	4.82879	358.064
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	165.844	202.902	0	0	0	80.5869	56.2755	0	0	32.0933	50.869	0	58.4707	46.1043	8.93523	164.431	0	32.5132	0	50.5365	0	129.984	3.81143	65.852	13.395	2.17428	81.2051	124.07	0	109.343	242.9	33.215	0	37.6291	325.019	208.677	176.027	0	152.587	78.1853	32.3517	131.525	0	102.182	270.82	4.62038	36.5737	0	127.582	41.4153	187.88	96.3571	48.2287	523.85	31.9431	0	246.572	0	0	5.3542	351.306	140.16	8.25167	239.751	54.3685	189.964	77.0997	0	97.959	6.51771	190.536
PWY0-1319: CDP-diacylglycerol biosynthesis II	206.358	4.79882	556.412	684.624	0	240.679	425.099	421.793	381.334	0	479.391	484.18	0	438.048	424.176	539.373	0	11.2513	367.2	392.859	452.549	460.767	343.255	351.321	371.49	413.756	479.098	389.171	301.837	0	312.147	505.138	419.762	92.605	576.441	319.037	396.972	430.064	352.531	631.364	300.02	381.22	550.63	188.854	357.789	467.483	439.43	201.301	449.67	454.439	86.8433	345.258	274.019	412.46	0	240.078	0	20.9265	0	472.047	453.285	407.58	391.329	369.803	289.452	426.219	416.243	431.078	0	422.869	419.766	185.695
PWY0-1338: polymyxin resistance	0	0	0	0	0	39.985	11.6077	0	0	0	0	0	0	8.65527	4.29635	0	0	0	0	0	0	0	0	0	0	0	0	19.0468	34.4876	0	56.3207	0	0	0	0	69.6541	0	68.7758	0	0	0	1.9564	4.41232	0	26.6014	3.29292	0	0	0	0	0	0	14.0615	0	0	0	0	0	0	0	0	0	36.3365	0	0	0	51.1711	0	0	0	0	2.40888
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	15.5514	0	0	0	0	3.14301	0	18.1595	1.12559	0	0	0	0	0	0	0	0	0	0	0	11.9908	43.0172	71.5011	0	93.8835	0	0	0	0	216.766	0	129.242	0	0	29.4667	10.1765	28.3749	8.40077	30.2314	42.9762	0	0	0	0	0	46.6752	39.0134	0	0	0	0	0	0	0	0	1.45843	65.9762	0	0	0	70.8159	0	0	0	0	31.4073
PWY0-1479: tRNA processing	0	0	0	0	0	0	36.4001	0	0	0	0	18.3308	0	76.8271	14.9086	0	0	0	0	0	0	32.9003	0	0	0	0	18.0342	83.3429	115.502	0	170.901	0	22.8867	0	0	338.6	0	186.828	0	6.29688	76.8612	47.5222	46.3566	32.5539	56.9402	18.5582	0	0	0	0	0	24.5244	99.0044	4.97174	0	0	0	0	0	0	55.668	9.47948	120.589	0	0	0	151.554	0	0	0	0	13.5573
PWY0-1533: methylphosphonate degradation I	0	0	0	0	0	0	2.42182	0	0	0	0	0	0	1.4014	2.63125	0	0	0	0	0	0	0	0	0	0	0	0	3.07905	3.66507	0	13.3042	0	0	0	0	0	0	10.6594	0	0	0	0	2.18248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.8032	0	0	0	20.0357	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0	91.3918	472.182	0	355.634	528.288	423.039	499.294	463.019	0	856.375	421.218	0	554.621	468.694	447.446	165.11	689.215	302.948	528.626	158.954	457.926	212.096	430.592	272.531	375.258	515.687	414.731	532.363	583.037	493.493	652.261	303.887	0	642.243	1059.33	501.997	627.5	451.217	739.313	336.912	410.554	280.672	57.8324	384.149	496.767	45.9996	51.1168	4.03358	611.598	35.1145	375.437	439.613	464.471	118.318	297.91	0	291.439	276.279	688.034	355.611	550.107	665.582	138.704	326.853	476.368	779.284	453.021	0	498.198	383.636	207.439
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	209.557	173.137	70.7656	286.624	0	174.439	127.85	112.812	0	0	6.88663	199.367	0	158.177	178.558	17.8612	238.712	656.996	378.793	402.047	80.489	294.524	336.032	16.1147	331.773	225.322	95.6289	120.194	163.19	0	187.009	235.361	362.372	0	64.1709	359.046	313.048	291.003	353.021	31.9734	314.735	231.008	151.725	166.518	286.455	232.504	84.6877	194.345	0	174.619	452.714	354.115	221.703	305.686	257.894	413.319	0	97.3302	119.873	0	243.258	430.59	184.531	329.258	65.9958	16.3845	156.357	172.258	0	187.353	237.694	456.994
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	7.85156	0	0	0	54.4615	0	0	0	0	0	0	49.097	0	0	0	0	0	0	50.0284	0	0	0	0	0	9.99362	71.6827	90.8051	0	105.756	0	0	0	0	289.342	121.744	94.7392	0	0	208.614	20.8548	21.6532	141.148	82.0412	21.0466	18.4828	252.883	0	0	0	213.843	75.9337	0	0	0	0	0	0	0	0	30.0423	88.8291	0	0	0	89.6411	0	0	0	0	145.518
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	0	2.63426	0	0	0	0	0	0	3.8913	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02892	15.6649	0	2.52767	0	0	0	0	0	0	17.3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9342	0	0	0	10.5898	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	12.4898	0	0	0	0	0	0	14.1618	2.63943	0	0	0	0	0	0	0	0	0	0	0	0	19.0777	35.6593	0	56.7544	0	0	0	0	0	0	13.1946	0	0	0	0	11.1298	3.67388	17.5537	0	0	0	0	0	0	3.76626	0	0	0	0	0	0	0	0	0	0	37.8851	0	0	0	58.5548	0	0	0	0	0
PWY0-781: aspartate superpathway	0	0	5.84938	0	0	0	66.9894	0	0	0	0	0	0	85.8414	20.8977	0	0	0	0	0	0	0	146.545	0	0	0	37.7038	100.894	142.798	0	163.31	0	0	0	0	307.13	0	213.507	0	0	124.242	19.1945	37.3118	44.2372	96.2438	133.007	0	17.1069	0	0	0	24.369	88.261	34.2175	0	0	0	0	0	0	0	66.39	139.417	0	0	0	168.566	0	0	0	0	103.155
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	204.261	0	91.6303	214.161	296.815	266.635	0	0	234.573	0	280.672	250.988	72.7009	0	0	273.12	453.416	0	391.539	26.804	303.299	254.041	359.681	207.846	282.767	265.639	0	278.321	0	274.241	0	326.312	348.436	0	351.123	391.409	248.989	106.361	329.399	26.6864	13.3579	358.896	32.4611	402.818	8.93001	10.5317	218.445	27.5093	2.68904	272.467	283.777	0	295.778	0	0	0	457.701	364.796	8.50475	332.675	315.045	42.3997	251.184	232.423	358.523	0	341.351	173.488	18.3779
PWY0-862: (5Z)-dodecenoate biosynthesis I	155.87	356.896	2.58949	0	206.553	194.411	104.596	122.936	237.971	0	4.24423	168.245	0	170.009	189.523	185.867	0	0	200.403	0	52.3844	120.583	38.0508	258.617	113.61	153.989	235.262	206.073	277.932	0	311.562	187.785	154.771	0	157.854	471.727	52.9089	332.371	0	5.44492	209.893	36.7319	107.46	117.442	158.705	171.287	43.5372	166.321	0	73.1788	0	99.7181	211.701	119.371	674.037	101.617	117.642	326.205	0	20.2038	98.0028	227.095	275.466	7.28866	0	129.399	216.38	29.3884	0	73.9687	203.771	94.5707
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2956	16.1972	66.9891	0	0	0	43.2983	0	0	42.0321	0	0	0	0	0	0	0	70.4665	0	0	0	0	0	23.2567	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5467
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34111	0	0	0	0	0	0	0	0	0	0	1.18601	0	0	0	0	0	0	0	0	0	2.479	0	0	0	0	0	0	0	0	0	0
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.951	0	0	73.6186	0	1.38599	0	0	0	0	0	17.3799	0	0	0	0	0	0	0	0	0	29.3388	0	0	0	0	0	0	0	0	0	15.6078
"PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)"	0	0	0	0	0	0	0	0	0	0	0	2.86646	0	13.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51424	0	0	0	0	316.347	0	0	0	0	0	6.87519	0	0	24.354	0	0	0	0	0	0	0	28.1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4201	0	0	0	0	0	0	0	21.9533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.993
PWY3O-355: stearate biosynthesis III (fungi)	207.482	0	0	34.3229	0	167.32	142.527	133.312	269.812	0	2.47414	122.152	0	101.526	200.282	217.73	25.0303	18.076	0	0	58.4495	162.195	0	258.056	158.602	203.894	318.118	140.582	0	0	47.9514	0	107.002	0	288.07	0	73.1441	36.1501	0	0	12.587	76.0645	0	135.239	206.185	0.929563	43.3631	201.66	3.48878	224.13	0	46.1833	47.7172	134.7	1.9541	185.634	161.278	0	0	3.81172	299.596	0	0	0	0	159.901	0	114.382	0	128.757	209.17	27.8475
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11104
PWY4FS-5: superpathway of phosphatidylcholine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0086
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	4.17734	156.295	0	0	208.435	83.1552	126.864	7.14653	0	164.994	159.664	0	143.142	150.984	0	0	0	50.6439	8.95114	35.3779	27.8955	142.246	98.5064	50.223	44.6375	120.852	162.993	266.525	0	236.132	320.433	72.4696	0	30.102	324.566	59.786	255.242	0	0	258.511	135.335	282.248	65.599	94.0707	264.644	7.62452	179.974	0	24.9252	40.9295	239.366	103.662	175.452	0	20.6528	0	30.0375	0	20.0782	8.94352	137.31	283.347	11.2765	48.3796	71.0391	345.629	164.594	0	34.7114	92.9097	219.614
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0	4.17734	156.295	0	0	208.435	83.1552	126.864	7.14653	0	164.994	159.664	0	143.142	150.984	0	0	0	50.6439	8.95114	35.3779	27.8955	142.246	98.5064	50.223	44.6375	120.852	162.993	266.525	0	236.132	320.433	72.4696	0	30.102	324.111	59.786	255.242	0	0	258.511	135.335	282.248	65.599	94.0707	264.454	7.62452	179.974	0	24.9252	40.9295	238.594	103.662	175.452	0	20.6528	0	30.0375	0	20.0782	8.94352	130.497	283.347	11.2765	48.3796	71.0391	345.629	164.594	0	34.7114	92.9097	219.614
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0	0	82.5705	0	0	0	65.9754	71.0648	0	0	0	50.2289	0	59.9656	100.169	0	0	0	28.5293	0	26.4926	0	31.7974	0	78.4926	21.3786	0	81.5949	105.629	0	104.89	86.1446	38.3744	0	14.5208	334.069	6.2437	134.872	0	56.208	45.8867	31.7457	55.7551	0	127.915	165.438	15.7362	63.6355	0	136.668	0	176.837	60.1459	45.0234	11.9457	35.1492	0	82.4273	0	0	4.08164	26.5535	150.476	0	0	17.8303	160.218	74.6854	0	25.3778	0	5.58519
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4714	0	0	0	0	0	0	0	0	2.41115	0	0	0	0	0	3.49209	0	0	0	0	0	0	0	2.55206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-388: ceramide degradation by &alpha;-oxidation	0	0	0	0	0	0	0	0	1.90081	0	0	0	0	0	5.56091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273504	0	0	0	0	0	0	0	0	0	0	0	1.242	0	0	0	0	0	0	0	0	0	0	31.1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1524
PWY66-389: phytol degradation	466.57	0	0	0	0	0	11.3361	0	0	0	0	0.0626295	0	18.3309	5.94974	0	55.135	39.6751	0	0	0	0.224985	12.6752	0	0	0	22.0492	0.181585	0.308365	0	3.14614	0	0	0	81.4471	230.78	156.68	74.7712	0	0	27.3416	24.5618	1.40417	0.63441	6.32234	1.97525	0	0	0	0	39.2537	129.935	54.1105	0	6.78492	0	0	19.1406	0	0	0	0	17.8813	0	0	0	81.2456	0	0	0	0	41.8631
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13024	0	0	11.4155	0	0	0	0	0	0	0	5.85654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4967
PWY66-398: TCA cycle III (animals)	0	0	0	0	0	0	18.2554	0	0	0	0	0	0	0	5.92282	0	0	0	0	0	0	0	0	0	0	0	0	3.54748	0	0	0	0	5.59023	0	0	23.9984	0	0	0	0	34.997	7.25413	0	0	34.2804	5.20947	0	0	0	0	0	82.2566	8.55318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4516
PWY66-399: gluconeogenesis III	0	0	37.4783	0	0	0	106.655	0	0	0	9.55907	61.5892	0	72.9845	39.5102	51.6505	0	0	39.5825	0	58.8875	92.7628	145.505	12.2613	173.564	0	27.541	101.695	0	0	124.103	55.9708	114.67	0	0	4.64554	0	23.0255	0	38.7955	191.815	139.17	91.3543	191.324	259.307	107.539	15.6254	273.44	0	10.4393	394.672	241.972	117.449	116.364	0	11.892	0	48.9851	0	0	32.4154	216.425	44.4966	0	0	16.772	51.9191	5.99357	0	77.9066	6.63176	170.327
PWY66-409: superpathway of purine nucleotide salvage	0	344.452	52.3821	0	0	0	285.068	121.613	0	0	654.111	31.9616	0	65.4641	51.1571	70.6883	300.179	0	66.3404	0	116.941	67.0226	317.181	150.117	92.1877	83.2691	56.4617	101.242	178.294	624.684	161.91	539.986	99.6099	0	82.4945	307.157	575.265	198.468	0	48.2989	335.792	171.524	208.501	10.6515	302.354	205.508	0	36.5153	0	253.867	141.667	409.452	113.654	263.593	815.547	201.659	0	331.222	423.233	29.8365	32.9617	190.524	209.484	0	0	303.265	168.182	89.3122	0	240.672	14.4012	516.389
PWY66-422	0	303.529	458.292	0	115.648	0	191.424	49.0534	0	0	509.948	164.351	0	113.8	106.794	9.7041	57.4016	0	49.7845	0	335.372	33.987	267.89	45.0486	92.2989	42.0264	103.178	92.2318	135.603	333.384	163.497	278.721	52.3262	0	18.7818	235.095	357.799	214.994	0	70.0167	197.227	90.5937	397.122	96.3006	99.4848	304.172	17.2272	17.2393	0	135.299	0	346.293	111.453	131.103	514.293	45.7918	0	114.889	243.31	6.39229	4.06615	542.656	160.096	73.0937	332.092	133.637	367.805	180.959	0	85.9162	50.6134	317.33
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	0	0	0	0	0	79.0856	0	0	0	27.5248	22.8527	0	79.2111	32.1667	0	0	0	0	0	0	0	47.9799	0	0	0	61.7606	104.234	168.644	0	180.099	211.135	0	0	0	12.9423	0	197.426	0	0	69.7622	9.8986	64.2492	0	78.4071	128.236	0	1.73027	3.14272	0	0	210.894	72.0017	0	0	22.9959	0	0	0	22.262	0	84.2099	168.297	0	0	0	192.553	0	0	0	0	58.4428
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0	0	326.567	126.901	0	189.413	347.475	354.935	419.989	0	15.8705	372.148	0	332.701	339.515	460.765	0	0	354.859	513.441	222.551	433.934	87.0233	353.797	422.53	430.741	503.206	308.02	268.163	0	279.238	235.159	379.135	0	447.347	217.549	2.011	263.7	354.046	32.6823	109.004	372.096	331.261	23.9681	347.256	313.152	488.872	7.58399	504.737	362.505	27.5059	56.2063	270.77	357.888	2.79887	322.159	0	0	0	464.364	496.562	17.6121	305.197	324.993	243.348	391.851	299.894	367.514	0	365.831	404.672	45.6437
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0	0	0	169.042	0	78.5206	203.605	330.969	246.126	0	0	237.87	0	373.971	244.921	59.382	0	0	349.795	477.51	0	426.07	12.8266	300.664	265.857	413.355	179.651	296.392	281.811	0	312.108	0	252.027	0	425.052	263.211	0	370.858	435.884	441.274	78.7591	390.656	16.9459	20.7932	371.361	16.1092	413.044	4.42539	8.43483	208.028	17.6535	1.16723	303.186	265.516	0	360.221	0	0	0	560.339	351.644	3.83992	315.114	366.857	26.2857	228.248	206.968	340.486	0	365.139	151.757	9.36618
REDCITCYC: TCA cycle VI (Helicobacter)	0	0	0	0	0	0	3.40143	0	0	0	0	0	0	13.644	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3334	2.6923	0	14.7121	0	0	0	0	145.992	0	31.0311	0	0	20.8454	0	0	0	33.0407	72.9547	0	0	0	0	0	16.0276	34.9927	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6695	0	0	0	0	4.12109
RHAMCAT-PWY: L-rhamnose degradation I	0	299.822	200.635	0	186.438	178.962	187.092	206.069	447.751	0	707.896	279.773	0	169.364	246.173	526.198	63.4331	7.08562	266.575	439.194	0	319.534	39.5851	342.052	156.611	264.237	458.857	166.206	208.028	432.909	215.877	4.32272	189.781	0	255.663	308.768	399.377	231.046	275.63	13.3685	22.2963	216.253	259.496	14.3104	196.019	147.952	21.3738	0	5.67914	277.584	30.3436	148.113	186.698	312.118	0	188.319	0	114.314	357.99	578.38	205.218	14.8412	353.335	107.053	182.418	349.436	233.322	215.507	0	320.381	405.823	87.6594
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	268.045	273.956	139.881	0	334.565	363.326	413.209	415.069	0	67.218	410.156	0	421.603	376.535	496.766	190.489	570.253	360.939	511.007	328.936	477.267	183.374	387.471	417.906	460.469	478.853	379.058	289.555	0	301.993	361.392	435.578	248.016	593.767	178.844	166.638	344.451	372.122	594.95	244.831	448.514	217.253	20.0497	362.368	282.687	545.765	148.803	527.824	416.839	415.227	186.644	287.715	322.305	119.677	386.881	0	671.434	0	465.236	523.391	77.1228	331.283	427.895	226.934	416.299	272.835	370.889	0	426.75	427.112	270.907
RUMP-PWY: formaldehyde oxidation I	0	0	0	0	0	0	10.294	0	0	0	0	7.16708	0	8.84471	3.77735	0	0	0	0	0	0	0	0	10.4603	4.34195	0	0	2.32364	0	0	4.08882	0	0	0	84.7648	3.2116	7.65204	0	0	9.90316	4.4975	11.5402	6.70354	0	18.9193	0	6.73765	0	0	0	0	0	43.7246	17.2546	0	0	0	0	0	0	0	0	0	0	0	17.7205	5.08701	2.84347	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0	0	208.398	0	0	0	176.297	51.3103	0	0	0	80.0654	0	73.0221	132.104	7.87216	61.0219	0	36.5928	0	0	19.1418	5.92364	5.17554	12.6995	16.4854	24.3292	108.058	222.658	0	292.71	182.201	40.4633	0	0	197.071	0	374.715	0	236.082	47.4545	36.3531	175.008	16.4203	40.231	132.233	0	30.2056	0	113.36	0	1.59894	46.53	30.995	14.8978	57.6267	0	386.995	0	0	0	37.9432	234.538	55.1143	58.7968	107.833	386.005	63.1462	0	113.756	0	226.958
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0	102.694	479.387	118.669	206.855	218.015	322.783	402.303	367.545	0	75.0004	365.631	0	401.779	439.788	488.217	153.644	60.5602	333.23	455.4	7.30601	414.874	176.768	315.917	345.804	400.057	440.398	360.252	343.935	0	274.717	308.752	346.33	190.933	594.822	317.489	212.917	333.764	338.743	593.596	203.393	341.664	323.877	14.0321	376.313	378.978	386.437	28.5023	465.675	463.558	366.45	209.262	273.792	372.449	121.512	281.07	0	17.1284	32.5938	415.329	288.385	203.088	372.509	330.656	286.464	394.564	308.389	430.366	0	394.304	297.405	100.338
SO4ASSIM-PWY: assimilatory sulfate reduction I	0	74.0333	3.20043	0	0	135.881	64.8649	0	0	0	0	39.4651	0	87.1892	24.5586	0	222.616	872.816	18.7242	0	11.1115	0	9.31778	0	0	1.73763	19.9796	91.8159	138.237	0	183.89	79.9575	7.75674	291.962	83.44	414.332	196.408	239.335	0	0	29.7621	24.5526	56.1822	17.6258	116.449	43.5812	0	4.71555	0	0	412.254	128.989	119.247	6.42929	122.394	0	0	17.2672	0	0	0	13.6559	157.973	0	0	0	226.199	0	0	0	0	45.9948
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.112
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0	90.2099	7.13377	0	0	134.377	96.6091	0	0	0	0	70.5779	0	133.277	47.5338	0	180.185	125.761	37.0787	0	0	0	19.4265	0	0	3.76989	38.5686	130.216	161.056	0	203.697	127.794	15.2855	254.759	80.1819	350.499	211.516	286.653	0	0	55.9444	45.8216	98.9475	12.0176	139.988	80.0802	0	8.65995	0	0	370.124	168.372	98.4664	14.0677	128.837	0	0	19.0409	0	0	0	26.5824	205.753	0	0	0	267.406	0	0	0	0	68.2471
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0	0	0	0	0	0	55.8437	0	0	0	0	0	0	61.7498	20.5315	0	0	0	0	0	17.9665	0	0	0	0	0	0	90.4386	123.233	0	168.045	0	0	0	0	318.882	54.0587	205.816	0	0	13.3888	7.4253	23.8752	92.5884	53.2124	10.8598	8.95451	33.9083	0	0	0	84.1064	97.2268	0	0	0	0	0	0	0	0	0	129.955	0	0	0	153.307	0	0	0	0	47.0917
TCA: TCA cycle I (prokaryotic)	0	0	13.4297	0	0	157.82	128.222	0	9.8931	0	0	0	0	110.366	49.4452	14.074	32.1273	45.2228	10.3843	0	27.6258	18.551	34.7204	0	36.7147	26.177	0	146.354	192.165	0	262.462	17.5144	30.779	0	157.407	382.412	159.391	300.815	0	0	72.022	44.7691	59.0581	165.644	133.788	83.4949	13.4091	46.4747	0	0	36.3842	174.095	182.717	0	5.25124	9.64076	0	18.5502	0	0	0	93.448	174.671	7.37374	0	0	170.561	0	0	0	40.5108	92.6787
